Gene,gene_length
CYYR1,155
D2HGDH,522
DAAM1,1079
DAAM2,1078
DAB1,589
DAB2,771
DAB2IP,1190
DACH1,759
DACH2,600
DACT1,837
DACT2,775
DACT3,630
DAD1,114
DAG1,896
DAGLA,1043
DAGLB,673
DALRD3,544
DAND5,190
DAO,348
DAOA,154
DAP,205
DAP3,399
DAPK1,1431
DAPK2,489
DAPK3,455
DAPL1,135
DAPP1,281
DARS,502
DARS2,646
DAW1,416
DAXX,741
DAZ1,745
DAZ2,655
DAZ3,439
DAZ4,652
DAZAP1,408
DAZAP2,208
DAZL,316
DBF4,675
DBF4B,616
DBH,618
DBI,149
DBN1,696
DBNDD1,279
DBNDD2,264
DBNL,440
DBP,326
DBR1,545
DBT,483
DBX1,344
DBX2,340
DCAF1,1508
DCAF10,560
DCAF11,547
DCAF12,454
DCAF12L1,464
DCAF12L2,464
DCAF13,598
DCAF15,601
DCAF16,217
DCAF17,521
DCAF4,496
DCAF4L1,397
DCAF4L2,396
DCAF5,943
DCAF6,952
DCAF7,343
DCAF8,752
DCAF8L1,601
DCAF8L2,632
DCAKD,232
DCANP1,245
DCBLD1,716
DCBLD2,790
DCC,1448
DCD,122
DCDC1,1784
DCDC2,477
DCDC2B,350
DCDC2C,365
DCHS1,3299
DCHS2,3372
DCK,318
DCLK1,741
DCLK2,784
DCLK3,818
DCLRE1A,1041
DCLRE1B,533
DCLRE1C,693
DCN,360
DCP1A,583
DCP1B,618
DCP2,421
DCPS,338
DCST1,707
DCST2,774
DCSTAMP,471
DCT,553
DCTD,190
DCTN1,1279
DCTN2,407
DCTN3,187
DCTN4,468
DCTN5,183
DCTN6,191
DCTPP1,171
DCUN1D1,260
DCUN1D2,260
DCUN1D3,305
DCUN1D4,337
DCUN1D5,238
DCX,367
DCXR,245
DDA1,103
DDAH1,286
DDAH2,286
DDB1,1141
DDB2,428
DDC,481
DDHD1,901
DDHD2,712
DDI1,397
DDI2,400
DDIAS,999
DDIT3,193
DDIT4,233
DDIT4L,194
DDN,712
DDO,370
DDOST,457
DDR1,920
DDR2,856
DDRGK1,315
DDT,167
DDTL,135
DDX1,741
DDX10,876
DDX11,971
DDX17,732
DDX18,671
DDX19A,98
DDX19B,485
DDX20,825
DDX21,784
DDX23,821
DDX24,860
DDX25,484
DDX27,797
DDX28,541
DDX31,852
DDX39A,428
DDX39B,429
DDX3X,734
DDX3Y,661
DDX4,725
DDX41,641
DDX42,939
DDX43,649
DDX46,1033
DDX47,456
DDX49,484
DDX5,615
DDX50,738
DDX51,667
DDX52,600
DDX53,632
DDX54,883
DDX55,601
DDX56,548
DDX58,926
DDX59,620
DDX6,484
DDX60,1713
DDX60L,1707
DEAF1,566
DECR1,336
DECR2,293
DEDD,349
DEDD2,327
DEF6,632
DEF8,513
DEFA1,95
DEFA1B,95
DEFA3,95
DEFA4,98
DEFA5,95
DEFA6,101
DEFB1,69
DEFB103A,68
DEFB103B,68
DEFB104A,73
DEFB104B,73
DEFB105A,79
DEFB105B,79
DEFB106A,66
DEFB106B,66
DEFB107A,71
DEFB107B,71
DEFB108B,74
DEFB110,68
DEFB112,114
DEFB113,83
DEFB114,70
DEFB115,89
DEFB116,103
DEFB118,124
DEFB119,89
DEFB121,77
DEFB123,68
DEFB124,72
DEFB125,157
DEFB126,112
DEFB127,100
DEFB128,94
DEFB129,184
DEFB130A,80
DEFB130B,80
DEFB131A,71
DEFB131B,71
DEFB132,96
DEFB133,62
DEFB134,67
DEFB135,78
DEFB136,79
DEFB4A,65
DEFB4B,65
DEGS1,324
DEGS2,324
DEK,376
DELE1,516
DENND1A,1010
DENND1B,776
DENND1C,802
DENND2A,1010
DENND2C,929
DENND2D,472
DENND3,1279
DENND4A,1917
DENND4B,1497
DENND4C,1959
DENND5A,1288
DENND5B,1310
DENND6A,609
DENND6B,586
DENR,199
DEPDC1,812
DEPDC1B,530
DEPDC4,387
DEPDC5,1604
DEPDC7,512
DEPP1,213
DEPTOR,410
DERA,319
DERL1,252
DERL2,240
DERL3,240
DES,471
DESI1,169
DESI2,195
DET1,95
DEUP1,605
DEXI,96
DFFA,332
DFFB,363
DGAT1,489
DGAT2,389
DGAT2L6,338
DGCR2,551
DGCR6,221
DGCR6L,221
DGCR8,774
DGKA,736
DGKB,805
DGKD,1215
DGKE,568
DGKG,792
DGKH,1221
DGKI,1079
DGKK,1272
DGKQ,943
DGKZ,1118
DGLUCY,622
DGUOK,278
DHCR24,529
DHCR7,476
DHDDS,335
DHDH,335
DHFR,188
DHFR2,188
DHH,397
DHODH,396
DHPS,371
DHRS1,314
DHRS11,261
DHRS12,318
DHRS13,378
DHRS2,301
DHRS3,303
DHRS4,279
DHRS4L2,242
DHRS7,377
DHRS7B,326
DHRS7C,313
DHRS9,380
DHRSX,331
DHTKD1,920
DHX15,796
DHX16,1042
DHX29,1371
DHX30,1223
DHX32,744
DHX33,708
DHX34,1144
DHX35,704
DHX36,1009
DHX37,1158
DHX38,1228
DHX40,780
DHX57,1387
DHX58,679
DHX8,1221
DHX9,1271
DIABLO,240
DIAPH1,1273
DIAPH2,1104
DIAPH3,1194
DICER1,1923
DIDO1,2241
DIMT1,314
DIO1,250
DIO2,310
DIO3,305
DIP2A,1572
DIP2B,1577
DIP2C,1623
DIRAS1,199
DIRAS2,200
DIRAS3,230
DIRC1,105
DIRC2,479
DIS3,959
DIS3L,1055
DIS3L2,886
DISC1,855
DISP1,1525
DISP2,1402
DISP3,1393
DIXDC1,684
DKC1,515
DKK1,267
DKK2,260
DKK3,365
DKK4,225
DKKL1,243
DLAT,648
DLC1,1529
DLD,510
DLEC1,1779
DLEU7,222
DLG1,927
DLG2,1013
DLG3,850
DLG4,768
DLG5,1920
DLGAP1,978
DLGAP2,1056
DLGAP3,980
DLGAP4,993
DLGAP5,847
DLK1,384
DLK2,384
DLL1,724
DLL3,619
DLL4,686
DLST,454
DLX1,256
DLX2,329
DLX3,288
DLX4,241
DLX5,290
DLX6,294
DMAC1,113
DMAC2,264
DMAP1,468
DMBT1,2543
DMBX1,383
DMC1,341
DMD,3686
DMGDH,867
DMKN,477
DMP1,514
DMPK,640
DMRT1,374
DMRT2,562
DMRT3,473
DMRTA1,505
DMRTA2,543
DMRTB1,343
DMRTC1,193
DMRTC1B,193
DMRTC2,419
DMTF1,761
DMTN,406
DMWD,675
DMXL1,3049
DMXL2,3038
DNA2,1061
DNAAF1,726
DNAAF2,838
DNAAF3,609
DNAAF4,421
DNAAF5,856
DNAH1,4266
DNAH10,4533
DNAH11,4524
DNAH12,3961
DNAH14,4516
DNAH17,4463
DNAH2,4428
DNAH3,4117
DNAH5,4625
DNAH6,4159
DNAH7,4025
DNAH8,4708
DNAH9,4487
DNAI1,704
DNAI2,663
DNAJA1,398
DNAJA2,413
DNAJA3,481
DNAJA4,427
DNAJB1,341
DNAJB11,359
DNAJB12,410
DNAJB13,317
DNAJB14,380
DNAJB2,325
DNAJB4,338
DNAJB5,463
DNAJB6,335
DNAJB7,310
DNAJB8,233
DNAJB9,224
DNAJC1,555
DNAJC10,794
DNAJC11,560
DNAJC12,229
DNAJC13,2244
DNAJC14,703
DNAJC15,151
DNAJC16,783
DNAJC17,305
DNAJC18,359
DNAJC19,117
DNAJC2,622
DNAJC21,577
DNAJC22,342
DNAJC24,150
DNAJC25,361
DNAJC25-GNG10,154
DNAJC27,274
DNAJC28,389
DNAJC3,505
DNAJC30,227
DNAJC4,250
DNAJC5,199
DNAJC5B,200
DNAJC5G,190
DNAJC6,971
DNAJC7,495
DNAJC8,254
DNAJC9,261
DNAL1,191
DNAL4,106
DNALI1,281
DNASE1,283
DNASE1L1,303
DNASE1L2,300
DNASE1L3,306
DNASE2,361
DNASE2B,362
DND1,354
DNER,738
DNHD1,4754
DNLZ,179
DNM1,865
DNM1L,750
DNM2,871
DNM3,870
DNMBP,1578
DNMT1,1633
DNMT3A,913
DNMT3B,854
DNMT3L,388
DNPEP,494
DNPH1,244
DNTT,510
DNTTIP1,330
DNTTIP2,757
DOC2A,401
DOC2B,413
DOCK1,1887
DOCK10,2200
DOCK11,2078
DOCK2,1831
DOCK3,2031
DOCK4,1976
DOCK5,1871
DOCK6,2048
DOCK7,2141
DOCK8,2100
DOCK9,2102
DOHH,303
DOK1,482
DOK2,413
DOK3,497
DOK4,366
DOK5,307
DOK6,332
DOK7,505
DOLK,539
DOLPP1,239
DONSON,567
DOP1A,2477
DOP1B,2299
DOT1L,1538
DPAGT1,409
DPCD,204
DPEP1,412
DPEP2,487
DPEP2NB,124
DPEP3,514
DPF1,415
DPF2,406
DPF3,413
DPH1,444
DPH2,490
DPH3,83
DPH5,286
DPH6,268
DPH7,453
DPM1,288
DPM2,131
DPM3,123
DPP10,801
DPP3,758
DPP4,767
DPP6,866
DPP7,493
DPP8,899
DPP9,893
DPPA2,299
DPPA3,160
DPPA4,305
DPPA5,117
DPRX,192
DPT,202
DPY19L1,749
DPY19L2,759
DPY19L3,717
DPY19L4,724
DPY30,100
DPYD,1026
DPYS,520
DPYSL2,678
DPYSL3,685
DPYSL4,573
DPYSL5,565
DQX1,718
DR1,177
DRAM1,239
DRAM2,267
DRAP1,213
DRAXIN,350
DRC1,741
DRC3,524
DRC7,875
DRD1,447
DRD2,446
DRD3,401
DRD4,420
DRD5,478
DRG1,368
DRG2,365
DRGX,264
DRICH1,230
DROSHA,1375
DRP2,958
DSC1,895
DSC2,902
DSC3,897
DSCAM,2013
DSCAML1,2114
DSCC1,394
DSE,959
DSEL,1223
DSG1,1050
DSG2,1119
DSG3,1000
DSG4,1060
DSN1,357
DSP,2872
DSPP,1302
DST,7462
DSTN,166
DSTYK,930
DTD1,214
DTD2,169
DTHD1,907
DTL,731
DTNA,744
DTNB,628
DTNBP1,352
DTWD1,305
DTWD2,299
DTX1,621
DTX2,623
DTX3,351
DTX3L,741
DTX4,620
DTYMK,213
DUOX1,1552
DUOX2,1549
DUOXA1,484
DUOXA2,321
DUPD1,221
DUS1L,474
DUS2,494
DUS3L,651
DUS4L,318
DUSP1,368
DUSP10,483
DUSP11,378
DUSP12,341
DUSP13,335
DUSP14,199
DUSP15,296
DUSP16,666
DUSP18,189
DUSP19,218
DUSP2,315
DUSP21,191
DUSP22,206
DUSP23,151
DUSP26,212
DUSP27,1159
DUSP28,177
DUSP3,186
DUSP4,395
DUSP5,385
DUSP6,382
DUSP7,420
DUSP8,626
DUSP9,385
DUT,253
DUX4,425
DUXA,205
DUXB,346
DVL1,696
DVL2,737
DVL3,717
DXO,397
DYDC1,178
DYDC2,192
DYM,670
DYNAP,211
DYNC1H1,4647
DYNC1I1,646
DYNC1I2,639
DYNC1LI1,524
DYNC1LI2,493
DYNC2H1,4315
DYNC2LI1,353
DYNLL1,90
DYNLL2,90
DYNLRB1,149
DYNLRB2,126
DYNLT1,114
DYNLT3,153
DYRK1A,764
DYRK1B,630
DYRK2,602
DYRK3,589
DYRK4,635
DYSF,2120
DYTN,579
DZANK1,753
DZIP1,868
DZIP1L,768
DZIP3,1209
E2F1,438
E2F2,438
E2F3,466
E2F4,414
E2F5,347
E2F6,282
E2F7,912
E2F8,868
E4F1,785
EAF1,269
EAF2,264
EAPP,286
EARS2,535
EBAG9,259
EBF1,592
EBF2,576
EBF3,597
EBF4,622
EBI3,230
EBLN1,367
EBLN2,273
EBNA1BP2,362
EBP,231
EBPL,207
ECD,678
ECE1,843
ECE2,717
ECEL1,776
ECH1,329
ECHDC1,308
ECHDC2,293
ECHDC3,304
ECHS1,291
ECI1,303
ECI2,395
ECM1,568
ECM2,700
ECPAS,2018
ECSCR,206
ECSIT,432
ECT2,915
ECT2L,905
EDA,392
EDA2R,319
EDAR,481
EDARADD,216
EDC3,509
EDC4,1402
EDDM13,162
EDDM3A,148
EDDM3B,148
EDEM1,658
EDEM2,579
EDEM3,933
EDF1,149
EDIL3,481
EDN1,213
EDN2,179
EDN3,239
EDNRA,428
EDNRB,533
EDRF1,1239
EEA1,1412
EED,467
EEF1A1,463
EEF1A2,464
EEF1AKMT1,215
EEF1AKMT2,292
EEF1AKMT3,227
EEF1AKMT4,256
EEF1AKMT4-ECE2,884
EEF1B2,226
EEF1D,698
EEF1E1,175
EEF1G,438
EEF2,859
EEF2K,726
EEF2KMT,331
EEFSEC,597
EEPD1,570
EFCAB1,212
EFCAB10,150
EFCAB11,164
EFCAB12,573
EFCAB13,974
EFCAB14,496
EFCAB2,270
EFCAB3,491
EFCAB5,1504
EFCAB6,1502
EFCAB7,630
EFCAB8,1289
EFCAB9,198
EFCC1,599
EFEMP1,494
EFEMP2,444
EFHB,834
EFHC1,642
EFHC2,750
EFHD1,240
EFHD2,241
EFL1,1121
EFNA1,206
EFNA2,214
EFNA4,208
EFNA5,229
EFNB1,347
EFNB2,334
EFNB3,341
EFR3A,849
EFR3B,818
EFS,562
EFTUD2,973
EGF,1208
EGFL6,555
EGFL7,274
EGFL8,294
EGFLAM,1018
EGFR,1211
EGLN1,427
EGLN2,408
EGLN3,240
EGR1,544
EGR2,477
EGR3,388
EGR4,590
EHBP1,1232
EHBP1L1,1524
EHD1,549
EHD2,544
EHD3,536
EHD4,542
EHF,323
EHHADH,724
EHMT1,1299
EHMT2,1268
EI24,341
EID1,188
EID2,237
EID2B,162
EID3,334
EIF1,122
EIF1AD,166
EIF1AX,145
EIF1AY,145
EIF1B,114
EIF2A,586
EIF2AK1,631
EIF2AK2,552
EIF2AK3,1117
EIF2AK4,1650
EIF2B1,306
EIF2B2,352
EIF2B3,453
EIF2B4,545
EIF2B5,730
EIF2D,585
EIF2S1,316
EIF2S2,334
EIF2S3,473
EIF2S3B,473
EIF3A,1383
EIF3B,815
EIF3C,914
EIF3CL,915
EIF3D,549
EIF3E,446
EIF3F,358
EIF3G,321
EIF3H,367
EIF3I,326
EIF3J,259
EIF3K,219
EIF3L,608
EIF3M,375
EIF4A1,407
EIF4A2,409
EIF4A3,412
EIF4B,617
EIF4E,249
EIF4E1B,243
EIF4E2,246
EIF4E3,225
EIF4EBP1,119
EIF4EBP2,121
EIF4EBP3,101
EIF4ENIF1,986
EIF4G1,1607
EIF4G2,908
EIF4G3,1775
EIF4H,249
EIF5,432
EIF5A,187
EIF5A2,154
EIF5AL1,155
EIF5B,1221
EIF6,246
EIPR1,415
ELAC1,364
ELAC2,827
ELANE,268
ELAVL1,327
ELAVL2,390
ELAVL3,368
ELAVL4,403
ELF1,620
ELF2,594
ELF3,372
ELF4,664
ELF5,266
ELFN1,829
ELFN2,821
ELK1,429
ELK3,408
ELK4,432
ELL,622
ELL2,641
ELL3,398
ELMO1,728
ELMO2,721
ELMO3,774
ELMOD1,335
ELMOD2,294
ELMOD3,392
ELMSAN1,1100
ELN,787
ELOA,799
ELOA2,754
ELOA3,547
ELOA3B,547
ELOA3C,406
ELOA3D,547
ELOB,162
ELOC,113
ELOF1,121
ELOVL1,280
ELOVL2,297
ELOVL3,271
ELOVL4,315
ELOVL5,327
ELOVL6,266
ELOVL7,282
ELP1,1333
ELP2,892
ELP3,548
ELP4,536
ELP5,317
ELP6,267
ELSPBP1,224
EMB,328
EMC1,994
EMC10,372
EMC2,298
EMC3,262
EMC4,184
EMC6,111
EMC7,243
EMC8,211
EMC9,209
EMCN,262
EMD,255
EME1,584
EME2,380
EMG1,245
EMID1,446
EMILIN1,1017
EMILIN2,1054
EMILIN3,767
EML1,841
EML2,851
EML3,918
EML4,993
EML5,1978
EML6,1959
EMP1,158
EMP2,168
EMP3,164
EMSY,1338
EMX1,291
EMX2,253
EN1,393
EN2,334
ENAH,803
ENAM,1143
ENC1,590
ENDOD1,501
ENDOG,298
ENDOU,411
ENDOV,283
ENG,659
ENGASE,744
ENHO,77
ENKD1,347
ENKUR,257
ENO1,435
ENO2,435
ENO3,435
ENO4,629
ENOPH1,262
ENOSF1,478
ENOX1,644
ENOX2,611
ENPEP,958
ENPP1,926
ENPP2,916
ENPP3,876
ENPP4,454
ENPP5,478
ENPP6,441
ENPP7,459
ENSA,188
ENTHD1,608
ENTPD1,523
ENTPD2,496
ENTPD3,530
ENTPD4,617
ENTPD5,429
ENTPD6,485
ENTPD7,605
ENTPD8,496
ENTR1,436
ENY2,102
EOGT,528
EOMES,706
EP300,2415
EP400,3124
EPAS1,871
EPB41,865
EPB41L1,882
EPB41L2,1006
EPB41L3,1088
EPB41L4A,687
EPB41L4B,901
EPB41L5,734
EPB42,722
EPC1,837
EPC2,808
EPCAM,343
EPDR1,225
EPG5,2580
EPGN,155
EPHA1,977
EPHA10,1015
EPHA2,977
EPHA3,984
EPHA4,987
EPHA5,1039
EPHA6,1131
EPHA7,999
EPHA8,1006
EPHB1,1056
EPHB2,1056
EPHB3,999
EPHB4,988
EPHB6,1023
EPHX1,456
EPHX2,556
EPHX3,361
EPHX4,363
EPM2A,332
EPM2AIP1,608
EPN1,663
EPN2,642
EPN3,633
EPO,194
EPOP,380
EPOR,509
EPPIN,134
EPPIN-WFDC6,180
EPPK1,5089
EPRS,1513
EPS15,897
EPS15L1,911
EPS8,840
EPS8L1,724
EPS8L2,789
EPS8L3,595
EPSTI1,411
EPX,716
EPYC,323
EQTN,295
ERAL1,438
ERAP1,949
ERAP2,961
ERAS,234
ERBB2,1256
ERBB3,1343
ERBB4,1309
ERBIN,1420
ERC1,1121
ERC2,958
ERCC1,324
ERCC2,761
ERCC3,808
ERCC4,917
ERCC5,233
ERCC6,1494
ERCC6L,1251
ERCC6L2,713
ERCC8,397
EREG,170
ERF,549
ERFE,355
ERG,487
ERG28,141
ERGIC1,291
ERGIC2,387
ERGIC3,389
ERH,105
ERI1,350
ERI2,692
ERI3,338
ERICH1,444
ERICH2,157
ERICH3,1531
ERICH4,131
ERICH5,375
ERICH6,664
ERICH6B,697
ERLEC1,484
ERLIN1,349
ERLIN2,340
ERMAP,476
ERMARD,679
ERMN,298
ERMP1,905
ERN1,978
ERN2,927
ERO1A,469
ERO1B,468
ERP27,274
ERP29,262
ERP44,407
ERRFI1,463
ERV3-1,605
ERVFRD-1,539
ERVK3-1,116
ERVMER34-1,564
ERVV-1,478
ERVV-2,536
ERVW-1,539
ESAM,391
ESCO1,841
ESCO2,602
ESD,283
ESF1,852
ESM1,185
ESPL1,2121
ESPN,1363
ESPNL,1006
ESR1,596
ESR2,531
ESRP1,682
ESRP2,728
ESRRA,424
ESRRB,509
ESRRG,471
ESS2,477
ESX1,407
ESYT1,1115
ESYT2,922
ESYT3,887
ETAA1,927
ETDA,60
ETDB,60
ETDC,60
ETF1,438
ETFA,334
ETFB,347
ETFBKMT,263
ETFDH,618
ETFRF1,91
ETHE1,261
ETNK1,453
ETNK2,395
ETNPPL,500
ETS1,486
ETS2,470
ETV1,492
ETV2,371
ETV3,513
ETV3L,362
ETV4,485
ETV5,511
ETV6,453
ETV7,342
EVA1A,153
EVA1B,166
EVA1C,442
EVC,993
EVC2,1309
EVI2A,260
EVI2B,449
EVI5,822
EVI5L,806
EVL,419
EVPL,2056
EVPLL,302
EVX1,408
EVX2,477
EWSR1,662
EXD1,573
EXD2,622
EXD3,877
EXO1,847
EXO5,374
EXOC1,895
EXOC1L,173
EXOC2,925
EXOC3,746
EXOC3L1,747
EXOC3L2,803
EXOC3L4,723
EXOC4,975
EXOC5,712
EXOC6,805
EXOC6B,816
EXOC7,736
EXOC8,726
EXOG,369
EXOSC1,196
EXOSC10,886
EXOSC2,294
EXOSC3,276
EXOSC4,261
EXOSC5,236
EXOSC6,273
EXOSC7,292
EXOSC8,277
EXOSC9,457
EXPH5,1990
EXT1,747
EXT2,752
EXTL1,677
EXTL2,331
EXTL3,920
EYA1,622
EYA2,539
EYA3,574
EYA4,646
EYS,3166
EZH1,748
EZH2,752
EZR,587
F10,489
F11,626
F11R,300
F12,616
F13A1,733
F13B,662
F2,623
F2R,426
F2RL1,398
F2RL2,375
F2RL3,386
F3,296
F5,2230
F7,467
F8,2352
F8A1,372
F8A2,372
F8A3,372
F9,462
FA2H,373
FAAH,580
FAAH2,533
FAAP100,882
FAAP20,190
FAAP24,216
FABP1,128
FABP12,141
FABP2,133
FABP3,134
FABP4,133
FABP5,136
FABP6,178
FABP7,167
FABP9,133
FADD,209
FADS1,502
FADS2,445
FADS3,446
FADS6,369
FAF1,651
FAF2,446
FAH,420
FAHD1,249
FAHD2A,315
FAHD2B,315
FAIM,214
FAIM2,317
FAM102A,385
FAM102B,361
FAM104A,208
FAM104B,117
FAM107A,176
FAM107B,307
FAM110A,296
FAM110B,371
FAM110C,322
FAM110D,272
FAM111A,612
FAM111B,735
FAM114A1,564
FAM114A2,506
FAM117A,454
FAM117B,590
FAM118A,358
FAM118B,352
FAM120A,1119
FAM120AOS,257
FAM120B,934
FAM120C,1097
FAM122A,330
FAM122B,268
FAM122C,271
FAM124A,583
FAM124B,456
FAM126A,522
FAM126B,531
FAM129A,929
FAM129B,747
FAM129C,698
FAM131A,367
FAM131B,361
FAM131C,281
FAM133A,249
FAM133B,248
FAM135A,1516
FAM135B,1407
FAM136A,246
FAM13A,1024
FAM13B,916
FAM13C,607
FAM149A,774
FAM149B1,583
FAM151A,586
FAM151B,277
FAM153A,388
FAM153B,388
FAM153C,176
FAM155A,459
FAM155B,473
FAM156A,214
FAM156B,214
FAM160A1,1041
FAM160A2,987
FAM160B1,766
FAM160B2,744
FAM161A,717
FAM161B,711
FAM162A,155
FAM162B,163
FAM163A,168
FAM163B,167
FAM166A,318
FAM166B,276
FAM167A,215
FAM167B,164
FAM168A,245
FAM168B,196
FAM169A,671
FAM169B,193
FAM170A,331
FAM170B,284
FAM171A1,891
FAM171A2,827
FAM171B,827
FAM172A,417
FAM173A,236
FAM173B,234
FAM174A,191
FAM174B,160
FAM177A1,237
FAM177B,159
FAM178B,680
FAM180A,174
FAM180B,202
FAM181A,355
FAM181B,427
FAM183A,139
FAM184A,1141
FAM184B,1061
FAM185A,393
FAM186A,2352
FAM186B,894
FAM187A,414
FAM187B,370
FAM189A1,540
FAM189A2,604
FAM189B,669
FAM192A,255
FAM193A,1516
FAM193B,823
FAM198A,576
FAM198B,528
FAM199X,389
FAM19A1,134
FAM19A2,132
FAM19A3,170
FAM19A4,141
FAM19A5,181
FAM200A,574
FAM200B,658
FAM204A,234
FAM205A,1336
FAM205C,339
FAM206A,182
FAM207A,231
FAM208A,1610
FAM208B,2646
FAM209A,172
FAM209B,172
FAM20A,542
FAM20B,410
FAM20C,585
FAM210A,273
FAM210B,193
FAM214A,1084
FAM214B,539
FAM216A,274
FAM216B,140
FAM217A,643
FAM217B,384
FAM218A,158
FAM219A,186
FAM219B,199
FAM220A,260
FAM221A,299
FAM221B,403
FAM222A,453
FAM222B,563
FAM227A,647
FAM227B,509
FAM228A,207
FAM228B,325
FAM229A,128
FAM229B,81
FAM234A,553
FAM234B,623
FAM236A,80
FAM236B,80
FAM236C,80
FAM236D,80
FAM237A,182
FAM237B,140
FAM240A,90
FAM240B,79
FAM241A,133
FAM241B,122
FAM243A,252
FAM243B,252
FAM24A,106
FAM24B,95
FAM25A,90
FAM25C,90
FAM25G,90
FAM32A,113
FAM3A,245
FAM3B,275
FAM3C,228
FAM3D,225
FAM43A,424
FAM43B,330
FAM45A,358
FAM47A,792
FAM47B,646
FAM47C,1036
FAM47E,394
FAM47E-STBD1,352
FAM49A,324
FAM49B,325
FAM50A,340
FAM50B,326
FAM53A,399
FAM53B,423
FAM53C,393
FAM57A,258
FAM57B,275
FAM69A,429
FAM69B,432
FAM69C,420
FAM71A,595
FAM71B,606
FAM71C,242
FAM71D,423
FAM71E1,248
FAM71E2,923
FAM71F1,345
FAM71F2,310
FAM72A,150
FAM72B,150
FAM72C,150
FAM72D,150
FAM76A,342
FAM76B,340
FAM78A,284
FAM78B,262
FAM81A,369
FAM81B,453
FAM83A,435
FAM83B,1012
FAM83C,748
FAM83D,616
FAM83E,479
FAM83F,501
FAM83G,824
FAM83H,1180
FAM84A,293
FAM84B,311
FAM86B1,331
FAM86B2,331
FAM86C1,166
FAM89A,185
FAM89B,190
FAM8A1,414
FAM90A1,465
FAM90A26,465
FAM91A1,839
FAM92A,290
FAM92B,305
FAM98A,519
FAM98B,434
FAM98C,350
FAM9A,333
FAM9B,227
FAM9C,167
FAN1,1018
FANCA,1456
FANCB,860
FANCC,559
FANCD2,1472
FANCD2OS,178
FANCE,537
FANCF,375
FANCG,623
FANCI,1329
FANCL,381
FANCM,2049
FANK1,346
FAP,761
FAR1,516
FAR2,516
FARP1,1077
FARP2,1055
FARS2,452
FARSA,549
FARSB,590
FAS,336
FASLG,282
FASN,2512
FASTK,550
FASTKD1,848
FASTKD2,711
FASTKD3,663
FASTKD5,765
FAT1,4591
FAT2,4350
FAT3,4558
FAT4,4982
FATE1,184
FAU,134
FAXC,410
FAXDC2,334
FBF1,1149
FBH1,1095
FBL,322
FBLIM1,375
FBLL1,335
FBLN1,722
FBLN2,1232
FBLN5,490
FBLN7,440
FBN1,2872
FBN2,2913
FBN3,2810
FBP1,339
FBP2,340
FBRS,981
FBRSL1,1046
FBXL12,327
FBXL13,736
FBXL14,419
FBXL15,301
FBXL16,480
FBXL17,702
FBXL18,719
FBXL19,695
FBXL2,424
FBXL20,439
FBXL22,248
FBXL3,429
FBXL4,622
FBXL5,692
FBXL6,540
FBXL7,492
FBXL8,375
FBXO10,957
FBXO11,928
FBXO15,511
FBXO16,317
FBXO17,279
FBXO2,297
FBXO21,629
FBXO22,404
FBXO24,619
FBXO25,368
FBXO27,284
FBXO28,369
FBXO3,472
FBXO30,746
FBXO31,540
FBXO32,356
FBXO33,556
FBXO34,712
FBXO36,189
FBXO38,1189
FBXO39,443
FBXO4,388
FBXO40,710
FBXO41,876
FBXO42,718
FBXO43,709
FBXO44,257
FBXO45,287
FBXO46,604
FBXO47,453
FBXO48,156
FBXO5,448
FBXO6,294
FBXO7,523
FBXO8,320
FBXO9,448
FBXW10,1062
FBXW11,543
FBXW12,465
FBXW2,455
FBXW4,413
FBXW5,567
FBXW7,708
FBXW8,599
FBXW9,479
FCAMR,578
FCAR,288
FCER1A,258
FCER1G,113
FCER2,322
FCF1,199
FCGBP,1642
FCGR1A,375
FCGR1B,281
FCGR2A,318
FCGR2B,311
FCGR2C,323
FCGR3A,360
FCGR3B,270
FCGRT,366
FCHO1,897
FCHO2,811
FCHSD1,691
FCHSD2,765
FCMR,391
FCN1,361
FCN2,314
FCN3,300
FCRL1,430
FCRL2,509
FCRL3,743
FCRL4,516
FCRL5,978
FCRL6,435
FCRLA,383
FCRLB,427
FDCSP,86
FDFT1,477
FDPS,420
FDX1,185
FDX2,187
FDXACB1,625
FDXR,535
FECH,430
FEM1A,670
FEM1B,628
FEM1C,618
FEN1,381
FER,823
FER1L5,2098
FER1L6,1858
FERD3L,167
FERMT1,678
FERMT2,688
FERMT3,668
FES,823
FETUB,383
FEV,239
FEZ1,393
FEZ2,381
FEZF1,476
FEZF2,460
FFAR1,301
FFAR2,331
FFAR3,347
FFAR4,378
FGA,867
FGB,492
FGD1,962
FGD2,656
FGD3,726
FGD4,904
FGD5,1463
FGD6,1431
FGF1,156
FGF10,209
FGF11,226
FGF12,244
FGF13,256
FGF14,253
FGF16,208
FGF17,217
FGF18,208
FGF19,217
FGF2,289
FGF20,212
FGF21,210
FGF22,171
FGF23,252
FGF3,240
FGF4,207
FGF5,269
FGF6,209
FGF7,195
FGF8,245
FGF9,209
FGFBP1,235
FGFBP2,224
FGFBP3,259
FGFR1,854
FGFR1OP,400
FGFR1OP2,254
FGFR2,823
FGFR3,809
FGFR4,803
FGFRL1,505
FGG,462
FGGY,576
FGL1,313
FGL2,440
FGR,530
FH,511
FHAD1,1413
FHDC1,1144
FHIT,148
FHL1,324
FHL2,396
FHL3,281
FHL5,285
FHOD1,1165
FHOD3,1623
FIBCD1,462
FIBIN,212
FIBP,365
